溫度8，執行#1
時間 ( 秒 )	溫度8 ( °C )
279.0000	24.32
279.5000	24.33
280.0000	24.33
280.5000	24.33
281.0000	24.33
281.5000	24.33
282.0000	24.34
282.5000	24.34
283.0000	24.35
283.5000	24.34
284.0000	24.35
284.5000	24.35
285.0000	24.34
285.5000	24.35
286.0000	24.35
286.5000	24.36
287.0000	24.36
287.5000	24.36
288.0000	24.36
288.5000	24.37
289.0000	24.37
289.5000	24.37
290.0000	24.37
290.5000	24.37
291.0000	24.37
291.5000	24.37
292.0000	24.37
292.5000	24.37
293.0000	24.37
293.5000	24.38
294.0000	24.38
294.5000	24.38
295.0000	24.38
295.5000	24.38
296.0000	24.39
296.5000	24.39
297.0000	24.39
297.5000	24.39
298.0000	24.39
298.5000	24.40
299.0000	24.40
299.5000	24.39
300.0000	24.40
300.5000	24.40
301.0000	24.40
301.5000	24.40
302.0000	24.41
302.5000	24.41
303.0000	24.40
303.5000	24.41
304.0000	24.41
304.5000	24.41
305.0000	24.41
305.5000	24.42
306.0000	24.41
306.5000	24.42
307.0000	24.42
307.5000	24.42
308.0000	24.42
308.5000	24.43
309.0000	24.42
309.5000	24.43
310.0000	24.43
310.5000	24.43
311.0000	24.44
311.5000	24.43
312.0000	24.44
312.5000	24.44
313.0000	24.44
313.5000	24.45
314.0000	24.45
314.5000	24.44
315.0000	24.45
315.5000	24.45
316.0000	24.45
316.5000	24.45
317.0000	24.46
317.5000	24.46
318.0000	24.46
318.5000	24.46
319.0000	24.46
319.5000	24.46
320.0000	24.46
320.5000	24.47
321.0000	24.47
321.5000	24.47
322.0000	24.47
322.5000	24.48
323.0000	24.48
323.5000	24.48
324.0000	24.48
324.5000	24.48
325.0000	24.48
325.5000	24.48
326.0000	24.48
326.5000	24.48
327.0000	24.49
327.5000	24.49
328.0000	24.49
328.5000	24.50
329.0000	24.50
329.5000	24.49
330.0000	24.49
330.5000	24.50
331.0000	24.50
331.5000	24.50
332.0000	24.51
332.5000	24.51
333.0000	24.51
333.5000	24.51
334.0000	24.51
334.5000	24.52
335.0000	24.51
335.5000	24.51
336.0000	24.52
336.5000	24.52
337.0000	24.52
337.5000	24.52
338.0000	24.52
338.5000	24.52
339.0000	24.52
339.5000	24.53
340.0000	24.52
340.5000	24.53
341.0000	24.53
341.5000	24.53
342.0000	24.53
342.5000	24.53
343.0000	24.54
343.5000	24.54
344.0000	24.54
344.5000	24.54
345.0000	24.54
345.5000	24.54
346.0000	24.55
346.5000	24.55
347.0000	24.55
347.5000	24.56
348.0000	24.55
348.5000	24.55
349.0000	24.56
349.5000	24.56
350.0000	24.56
350.5000	24.56
351.0000	24.57
351.5000	24.57
352.0000	24.57
352.5000	24.57
353.0000	24.57
353.5000	24.57
354.0000	24.58
354.5000	24.57
355.0000	24.58
355.5000	24.58
356.0000	24.57
356.5000	24.58
357.0000	24.58
357.5000	24.59
358.0000	24.58
358.5000	24.59
359.0000	24.59
359.5000	24.58
360.0000	24.59
360.5000	24.59
361.0000	24.59
361.5000	24.59
362.0000	24.60
362.5000	24.60
363.0000	24.60
363.5000	24.61
364.0000	24.60
364.5000	24.61
365.0000	24.61
365.5000	24.61
366.0000	24.61
366.5000	24.62
367.0000	24.61
367.5000	24.61
368.0000	24.61
368.5000	24.62
369.0000	24.62
369.5000	24.62
370.0000	24.62
370.5000	24.62
371.0000	24.63
371.5000	24.63
372.0000	24.63
372.5000	24.63
373.0000	24.63
373.5000	24.63
374.0000	24.63
374.5000	24.63
375.0000	24.63
375.5000	24.64
376.0000	24.64
376.5000	24.64
377.0000	24.64
377.5000	24.64
378.0000	24.65
378.5000	24.64
379.0000	24.64
379.5000	24.65
380.0000	24.65
380.5000	24.65
381.0000	24.65
381.5000	24.65
382.0000	24.65
382.5000	24.66
383.0000	24.66
383.5000	24.66
384.0000	24.66
384.5000	24.66
385.0000	24.66
385.5000	24.67
386.0000	24.67
386.5000	24.66
387.0000	24.67
387.5000	24.67
388.0000	24.67
388.5000	24.67
389.0000	24.66
389.5000	24.67
390.0000	24.67
390.5000	24.67
391.0000	24.67
391.5000	24.67
392.0000	24.67
392.5000	24.67
393.0000	24.67
393.5000	24.67
394.0000	24.68
394.5000	24.67
395.0000	24.67
395.5000	24.67
396.0000	24.67
396.5000	24.68
397.0000	24.68
397.5000	24.68
398.0000	24.68
398.5000	24.68
399.0000	24.67
399.5000	24.68
400.0000	24.68
400.5000	24.69
401.0000	24.69
401.5000	24.68
402.0000	24.69
402.5000	24.69
403.0000	24.69
403.5000	24.69
404.0000	24.69
404.5000	24.69
405.0000	24.69
405.5000	24.70
406.0000	24.70
406.5000	24.69
407.0000	24.70
407.5000	24.70
408.0000	24.70
408.5000	24.71
409.0000	24.70
409.5000	24.70
410.0000	24.70
410.5000	24.70
411.0000	24.71
411.5000	24.71
412.0000	24.71
412.5000	24.71
413.0000	24.71
413.5000	24.71
414.0000	24.72
414.5000	24.72
415.0000	24.72
415.5000	24.72
416.0000	24.72
416.5000	24.72
417.0000	24.73
417.5000	24.73
418.0000	24.73
418.5000	24.73
419.0000	24.73
419.5000	24.74
420.0000	24.74
420.5000	24.74
421.0000	24.73
421.5000	24.74
422.0000	24.74
422.5000	24.74
423.0000	24.74
423.5000	24.74
424.0000	24.75
424.5000	24.74
425.0000	24.74
425.5000	24.75
426.0000	24.74
426.5000	24.75
427.0000	24.75
427.5000	24.75
428.0000	24.75
428.5000	24.75
429.0000	24.75
429.5000	24.75
430.0000	24.75
430.5000	24.75
431.0000	24.76
431.5000	24.75
432.0000	24.76
432.5000	24.75
433.0000	24.75
433.5000	24.75
434.0000	24.76
434.5000	24.76
435.0000	24.76
435.5000	24.75
436.0000	24.76
436.5000	24.75
437.0000	24.75
437.5000	24.75
438.0000	24.76
438.5000	24.75
439.0000	24.76
439.5000	24.75
440.0000	24.76
440.5000	24.77
441.0000	24.76
441.5000	24.76
442.0000	24.76
442.5000	24.76
443.0000	24.76
443.5000	24.76
444.0000	24.76
444.5000	24.75
445.0000	24.76
445.5000	24.76
446.0000	24.76
446.5000	24.76
447.0000	24.76
447.5000	24.76
448.0000	24.76
448.5000	24.76
449.0000	24.76
449.5000	24.76
450.0000	24.76
450.5000	24.76
451.0000	24.76
451.5000	24.76
452.0000	24.77
452.5000	24.76
453.0000	24.76
453.5000	24.77
454.0000	24.77
454.5000	24.77
455.0000	24.77
455.5000	24.77
456.0000	24.77
456.5000	24.77
457.0000	24.77
457.5000	24.77
458.0000	24.77
458.5000	24.77
459.0000	24.78
459.5000	24.77
460.0000	24.78
460.5000	24.77
461.0000	24.77
461.5000	24.78
462.0000	24.78
462.5000	24.77
463.0000	24.78
463.5000	24.78
464.0000	24.79
464.5000	24.78
465.0000	24.78
465.5000	24.78
466.0000	24.78
466.5000	24.78
467.0000	24.78
467.5000	24.78
468.0000	24.78
468.5000	24.79
469.0000	24.79
469.5000	24.78
470.0000	24.78
470.5000	24.78
471.0000	24.78
471.5000	24.79
472.0000	24.78
472.5000	24.78
473.0000	24.78
473.5000	24.78
474.0000	24.79
474.5000	24.79
475.0000	24.79
475.5000	24.79
476.0000	24.79
476.5000	24.79
477.0000	24.79
477.5000	24.79
478.0000	24.79
478.5000	24.79
479.0000	24.80
479.5000	24.79
480.0000	24.79
480.5000	24.79
481.0000	24.80
481.5000	24.79
482.0000	24.80
482.5000	24.79
483.0000	24.80
483.5000	24.79
484.0000	24.79
484.5000	24.80
485.0000	24.80
485.5000	24.80
486.0000	24.80
486.5000	24.80
487.0000	24.80
487.5000	24.80
488.0000	24.80
488.5000	24.80
489.0000	24.80
489.5000	24.81
490.0000	24.81
490.5000	24.81
491.0000	24.81
491.5000	24.81
492.0000	24.81
492.5000	24.81
493.0000	24.81
493.5000	24.82
494.0000	24.81
494.5000	24.81
495.0000	24.82
495.5000	24.82
496.0000	24.82
496.5000	24.82
497.0000	24.82
497.5000	24.81
498.0000	24.82
498.5000	24.82
499.0000	24.82
499.5000	24.82
500.0000	24.82
500.5000	24.82
501.0000	24.82
501.5000	24.82
502.0000	24.82
502.5000	24.82
503.0000	24.82
503.5000	24.83
504.0000	24.83
504.5000	24.83
505.0000	24.83
505.5000	24.83
506.0000	24.83
506.5000	24.83
507.0000	24.83
507.5000	24.83
508.0000	24.83
508.5000	24.83
509.0000	24.83
509.5000	24.83
510.0000	24.83
510.5000	24.83
511.0000	24.84
511.5000	24.83
512.0000	24.83
512.5000	24.83
513.0000	24.83
513.5000	24.83
514.0000	24.83
514.5000	24.83
515.0000	24.83
515.5000	24.84
516.0000	24.83
516.5000	24.83
517.0000	24.83
517.5000	24.83
518.0000	24.83
518.5000	24.84
519.0000	24.83
519.5000	24.83
520.0000	24.83
520.5000	24.84
521.0000	24.84
521.5000	24.84
522.0000	24.84
522.5000	24.84
523.0000	24.85
523.5000	24.85
524.0000	24.84
524.5000	24.85
525.0000	24.85
525.5000	24.86
526.0000	24.85
526.5000	24.85
527.0000	24.86
527.5000	24.86
528.0000	24.86
528.5000	24.86
529.0000	24.87
529.5000	24.87
530.0000	24.87
530.5000	24.87
531.0000	24.87
531.5000	24.87
532.0000	24.87
532.5000	24.88
533.0000	24.87
533.5000	24.88
534.0000	24.87
534.5000	24.87
535.0000	24.87
535.5000	24.88
536.0000	24.88
536.5000	24.88
537.0000	24.88
537.5000	24.88
538.0000	24.88
538.5000	24.88
539.0000	24.89
539.5000	24.88
540.0000	24.89
540.5000	24.89
541.0000	24.89
541.5000	24.89
542.0000	24.89
542.5000	24.89
543.0000	24.89
543.5000	24.89
544.0000	24.90
544.5000	24.89
545.0000	24.90
545.5000	24.90
546.0000	24.91
546.5000	24.90
547.0000	24.90
547.5000	24.91
548.0000	24.91
548.5000	24.91
549.0000	24.92
549.5000	24.91
550.0000	24.92
550.5000	24.92
551.0000	24.92
551.5000	24.92
552.0000	24.92
552.5000	24.93
553.0000	24.92
553.5000	24.93
554.0000	24.92
554.5000	24.93
555.0000	24.93
555.5000	24.92
556.0000	24.92
556.5000	24.93
557.0000	24.93
557.5000	24.92
558.0000	24.93
558.5000	24.93
559.0000	24.93
559.5000	24.93
560.0000	24.93
560.5000	24.93
561.0000	24.94
561.5000	24.94
562.0000	24.93
562.5000	24.93
563.0000	24.94
563.5000	24.95
564.0000	24.95
564.5000	24.94
565.0000	24.95
565.5000	24.95
566.0000	24.96
566.5000	24.95
567.0000	24.96
567.5000	24.96
568.0000	24.95
568.5000	24.95
569.0000	24.96
569.5000	24.96
570.0000	24.96
570.5000	24.96
571.0000	24.96
571.5000	24.96
572.0000	24.96
572.5000	24.96
573.0000	24.96
573.5000	24.97
574.0000	24.97
574.5000	24.96
575.0000	24.97
575.5000	24.97
576.0000	24.97
576.5000	24.97
577.0000	24.98
577.5000	24.98
578.0000	24.97
578.5000	24.98
579.0000	24.98
579.5000	24.98
580.0000	24.98
580.5000	24.98
581.0000	24.98
581.5000	24.98
582.0000	24.98
582.5000	24.98
583.0000	24.98
583.5000	24.99
584.0000	24.98
584.5000	24.98
585.0000	24.99
585.5000	24.99
586.0000	24.99
586.5000	24.99
587.0000	24.99
587.5000	24.99
588.0000	25.00
588.5000	25.00
589.0000	25.00
589.5000	25.00
590.0000	25.00
590.5000	25.00
591.0000	25.01
591.5000	25.00
592.0000	25.01
592.5000	25.02
593.0000	25.01
593.5000	25.01
594.0000	25.01
594.5000	25.01
595.0000	25.01
595.5000	25.02
596.0000	25.02
596.5000	25.02
597.0000	25.02
597.5000	25.02
598.0000	25.03
598.5000	25.02
599.0000	25.02
599.5000	25.03
600.0000	25.03
600.5000	25.03
601.0000	25.03
601.5000	25.03
602.0000	25.03
602.5000	25.04
603.0000	25.04
603.5000	25.04
604.0000	25.04
604.5000	25.04
605.0000	25.04
605.5000	25.04
606.0000	25.04
606.5000	25.04
607.0000	25.04
607.5000	25.04
608.0000	25.05
608.5000	25.05
609.0000	25.05
609.5000	25.05
610.0000	25.05
610.5000	25.05
611.0000	25.05
611.5000	25.06
612.0000	25.06
612.5000	25.06
613.0000	25.06
613.5000	25.06
614.0000	25.06
614.5000	25.07
615.0000	25.06
615.5000	25.06
616.0000	25.07
616.5000	25.07
617.0000	25.07
617.5000	25.07
618.0000	25.07
618.5000	25.07
619.0000	25.08
619.5000	25.08
620.0000	25.08
620.5000	25.08
621.0000	25.08
621.5000	25.08
622.0000	25.08
622.5000	25.08
623.0000	25.08
623.5000	25.08
624.0000	25.08
624.5000	25.09
625.0000	25.08
625.5000	25.08
626.0000	25.09
626.5000	25.09
627.0000	25.09
627.5000	25.09
628.0000	25.09
628.5000	25.09
629.0000	25.10
629.5000	25.10
630.0000	25.10
630.5000	25.10
631.0000	25.10
631.5000	25.09
632.0000	25.10
632.5000	25.10
633.0000	25.10
633.5000	25.11
634.0000	25.10
634.5000	25.11
635.0000	25.11
635.5000	25.11
636.0000	25.11
636.5000	25.12
637.0000	25.11
637.5000	25.12
638.0000	25.12
638.5000	25.12
639.0000	25.12
639.5000	25.12
640.0000	25.12
640.5000	25.13
641.0000	25.13
641.5000	25.13
642.0000	25.13
642.5000	25.12
643.0000	25.13
643.5000	25.13
644.0000	25.13
644.5000	25.14
645.0000	25.14
645.5000	25.14
646.0000	25.14
646.5000	25.14
647.0000	25.14
647.5000	25.14
648.0000	25.14
648.5000	25.15
649.0000	25.15
649.5000	25.15
650.0000	25.15
650.5000	25.15
651.0000	25.16
651.5000	25.15
652.0000	25.15
652.5000	25.15
653.0000	25.15
653.5000	25.15
654.0000	25.16
654.5000	25.16
655.0000	25.16
655.5000	25.16
656.0000	25.16
656.5000	25.16
657.0000	25.16
657.5000	25.16
658.0000	25.16
658.5000	25.16
659.0000	25.16
659.5000	25.17
660.0000	25.17
660.5000	25.17
661.0000	25.17
661.5000	25.17
662.0000	25.17
662.5000	25.17
663.0000	25.18
663.5000	25.18
664.0000	25.17
664.5000	25.17
665.0000	25.18
665.5000	25.18
666.0000	25.18
666.5000	25.17
667.0000	25.17
667.5000	25.17
668.0000	25.17
668.5000	25.18
669.0000	25.18
669.5000	25.18
670.0000	25.18
670.5000	25.18
671.0000	25.19
671.5000	25.18
672.0000	25.19
672.5000	25.18
673.0000	25.19
673.5000	25.19
674.0000	25.19
674.5000	25.19
675.0000	25.19
675.5000	25.19
676.0000	25.19
676.5000	25.19
677.0000	25.20
677.5000	25.20
678.0000	25.19
678.5000	25.20
679.0000	25.19
679.5000	25.20
680.0000	25.20
680.5000	25.20
681.0000	25.20
681.5000	25.20
682.0000	25.20
682.5000	25.21
683.0000	25.21
683.5000	25.21
684.0000	25.21
684.5000	25.21
685.0000	25.21
685.5000	25.21
686.0000	25.21
686.5000	25.21
687.0000	25.21
687.5000	25.21
688.0000	25.22
688.5000	25.22
689.0000	25.22
689.5000	25.22
690.0000	25.22
690.5000	25.22
691.0000	25.22
691.5000	25.22
692.0000	25.22
692.5000	25.22
693.0000	25.22
693.5000	25.22
694.0000	25.22
694.5000	25.22
695.0000	25.23
695.5000	25.23
696.0000	25.23
696.5000	25.23
697.0000	25.23
697.5000	25.23
698.0000	25.23
698.5000	25.23
699.0000	25.23
699.5000	25.23
700.0000	25.23
700.5000	25.23
701.0000	25.24
701.5000	25.24
702.0000	25.24
702.5000	25.24
703.0000	25.24
703.5000	25.24
704.0000	25.24
704.5000	25.24
705.0000	25.25
705.5000	25.25
706.0000	25.25
706.5000	25.24
707.0000	25.25
707.5000	25.25
708.0000	25.25
708.5000	25.25
709.0000	25.26
709.5000	25.26
710.0000	25.26
710.5000	25.26
711.0000	25.26
711.5000	25.25
712.0000	25.26
712.5000	25.26
713.0000	25.26
713.5000	25.25
714.0000	25.26
714.5000	25.26
715.0000	25.26
715.5000	25.26
716.0000	25.26
716.5000	25.26
717.0000	25.26
717.5000	25.26
718.0000	25.26
718.5000	25.26
719.0000	25.27
719.5000	25.27
720.0000	25.27
720.5000	25.27
721.0000	25.27
721.5000	25.27
722.0000	25.27
722.5000	25.27
723.0000	25.28
723.5000	25.28
724.0000	25.28
724.5000	25.28
725.0000	25.28
725.5000	25.28
726.0000	25.28
726.5000	25.28
727.0000	25.28
727.5000	25.29
728.0000	25.29
728.5000	25.29
729.0000	25.29
729.5000	25.29
730.0000	25.29
730.5000	25.30
731.0000	25.29
731.5000	25.29
732.0000	25.30
732.5000	25.30
733.0000	25.30
733.5000	25.30
734.0000	25.29
734.5000	25.30
735.0000	25.30
735.5000	25.30
736.0000	25.31
736.5000	25.30
737.0000	25.31
737.5000	25.31
738.0000	25.31
738.5000	25.30
739.0000	25.31
739.5000	25.31
740.0000	25.31
740.5000	25.31
741.0000	25.31
741.5000	25.31
742.0000	25.31
742.5000	25.31
743.0000	25.31
743.5000	25.31
744.0000	25.32
744.5000	25.31
745.0000	25.31
745.5000	25.32
746.0000	25.32
746.5000	25.32
747.0000	25.31
747.5000	25.32
748.0000	25.32
748.5000	25.32
749.0000	25.32
749.5000	25.32
750.0000	25.32
750.5000	25.32
751.0000	25.33
751.5000	25.32
752.0000	25.33
752.5000	25.33
753.0000	25.33
753.5000	25.32
754.0000	25.32
754.5000	25.32
755.0000	25.32
755.5000	25.33
756.0000	25.32
756.5000	25.33
757.0000	25.33
757.5000	25.32
758.0000	25.33
758.5000	25.33
759.0000	25.34
759.5000	25.33
760.0000	25.34
760.5000	25.33
761.0000	25.34
761.5000	25.33
762.0000	25.34
762.5000	25.34
763.0000	25.34
763.5000	25.34
764.0000	25.34
764.5000	25.34
765.0000	25.34
765.5000	25.35
766.0000	25.34
766.5000	25.35
767.0000	25.35
767.5000	25.35
768.0000	25.35
768.5000	25.36
769.0000	25.35
769.5000	25.36
770.0000	25.36
770.5000	25.35
771.0000	25.35
771.5000	25.36
772.0000	25.36
772.5000	25.36
773.0000	25.37
773.5000	25.37
