溫度2，執行#1
時間 ( 秒 )	溫度2 ( °C )
303.5000	24.84
304.0000	24.85
304.5000	24.85
305.0000	24.84
305.5000	24.84
306.0000	24.84
306.5000	24.83
307.0000	24.83
307.5000	24.83
308.0000	24.83
308.5000	24.83
309.0000	24.83
309.5000	24.84
310.0000	24.83
310.5000	24.82
311.0000	24.82
311.5000	24.82
312.0000	24.82
312.5000	24.81
313.0000	24.81
313.5000	24.81
314.0000	24.79
314.5000	24.80
315.0000	24.79
315.5000	24.79
316.0000	24.78
316.5000	24.79
317.0000	24.78
317.5000	24.78
318.0000	24.79
318.5000	24.79
319.0000	24.80
319.5000	24.80
320.0000	24.79
320.5000	24.78
321.0000	24.78
321.5000	24.77
322.0000	24.76
322.5000	24.76
323.0000	24.75
323.5000	24.74
324.0000	24.73
324.5000	24.71
325.0000	24.69
325.5000	24.67
326.0000	24.67
326.5000	24.67
327.0000	24.67
327.5000	24.67
328.0000	24.66
328.5000	24.66
329.0000	24.67
329.5000	24.65
330.0000	24.65
330.5000	24.65
331.0000	24.65
331.5000	24.66
332.0000	24.66
332.5000	24.66
333.0000	24.68
333.5000	24.68
334.0000	24.69
334.5000	24.71
335.0000	24.71
335.5000	24.72
336.0000	24.71
336.5000	24.70
337.0000	24.70
337.5000	24.68
338.0000	24.67
338.5000	24.66
339.0000	24.64
339.5000	24.64
340.0000	24.63
340.5000	24.62
341.0000	24.63
341.5000	24.63
342.0000	24.63
342.5000	24.62
343.0000	24.63
343.5000	24.62
344.0000	24.61
344.5000	24.60
345.0000	24.61
345.5000	24.62
346.0000	24.62
346.5000	24.64
347.0000	24.63
347.5000	24.65
348.0000	24.65
348.5000	24.67
349.0000	24.67
349.5000	24.68
350.0000	24.69
350.5000	24.69
351.0000	24.70
351.5000	24.70
352.0000	24.68
352.5000	24.68
353.0000	24.67
353.5000	24.67
354.0000	24.66
354.5000	24.65
355.0000	24.64
355.5000	24.63
356.0000	24.63
356.5000	24.62
357.0000	24.62
357.5000	24.62
358.0000	24.61
358.5000	24.60
359.0000	24.59
359.5000	24.59
360.0000	24.60
360.5000	24.60
361.0000	24.61
361.5000	24.60
362.0000	24.60
362.5000	24.59
363.0000	24.58
363.5000	24.57
364.0000	24.56
364.5000	24.55
365.0000	24.55
365.5000	24.53
366.0000	24.55
366.5000	24.54
367.0000	24.54
367.5000	24.54
368.0000	24.54
368.5000	24.54
369.0000	24.54
369.5000	24.54
370.0000	24.54
370.5000	24.53
371.0000	24.52
371.5000	24.50
372.0000	24.49
372.5000	24.49
373.0000	24.50
373.5000	24.50
374.0000	24.51
374.5000	24.52
375.0000	24.53
375.5000	24.53
376.0000	24.54
376.5000	24.54
377.0000	24.53
377.5000	24.53
378.0000	24.52
378.5000	24.52
379.0000	24.51
379.5000	24.50
380.0000	24.50
380.5000	24.48
381.0000	24.48
381.5000	24.49
382.0000	24.48
382.5000	24.47
383.0000	24.47
383.5000	24.48
384.0000	24.49
384.5000	24.50
385.0000	24.50
385.5000	24.51
386.0000	24.51
386.5000	24.51
387.0000	24.51
387.5000	24.52
388.0000	24.52
388.5000	24.53
389.0000	24.53
389.5000	24.52
390.0000	24.51
390.5000	24.49
391.0000	24.49
391.5000	24.50
392.0000	24.50
392.5000	24.50
393.0000	24.51
393.5000	24.51
394.0000	24.49
394.5000	24.49
395.0000	24.48
395.5000	24.47
396.0000	24.47
396.5000	24.47
397.0000	24.46
397.5000	24.47
398.0000	24.47
398.5000	24.47
399.0000	24.46
399.5000	24.46
400.0000	24.46
400.5000	24.47
401.0000	24.46
401.5000	24.46
402.0000	24.45
402.5000	24.45
403.0000	24.46
403.5000	24.47
404.0000	24.48
404.5000	24.49
405.0000	24.49
405.5000	24.49
406.0000	24.50
406.5000	24.50
407.0000	24.50
407.5000	24.51
408.0000	24.51
408.5000	24.51
409.0000	24.51
409.5000	24.51
410.0000	24.52
410.5000	24.52
411.0000	24.52
411.5000	24.52
412.0000	24.52
412.5000	24.52
413.0000	24.52
413.5000	24.53
414.0000	24.52
414.5000	24.51
415.0000	24.52
415.5000	24.51
416.0000	24.50
416.5000	24.50
417.0000	24.51
417.5000	24.51
418.0000	24.51
418.5000	24.52
419.0000	24.52
419.5000	24.52
420.0000	24.52
420.5000	24.52
421.0000	24.52
421.5000	24.52
422.0000	24.51
422.5000	24.50
423.0000	24.48
423.5000	24.48
424.0000	24.47
424.5000	24.46
425.0000	24.45
425.5000	24.45
426.0000	24.42
426.5000	24.42
427.0000	24.42
427.5000	24.41
428.0000	24.42
428.5000	24.42
429.0000	24.42
429.5000	24.42
430.0000	24.42
430.5000	24.42
431.0000	24.43
431.5000	24.43
432.0000	24.42
432.5000	24.41
433.0000	24.41
433.5000	24.41
434.0000	24.41
434.5000	24.41
435.0000	24.41
435.5000	24.41
436.0000	24.40
436.5000	24.41
437.0000	24.41
437.5000	24.40
438.0000	24.41
438.5000	24.41
439.0000	24.42
439.5000	24.41
440.0000	24.42
440.5000	24.41
441.0000	24.39
441.5000	24.39
442.0000	24.39
442.5000	24.40
443.0000	24.41
443.5000	24.42
444.0000	24.42
444.5000	24.42
445.0000	24.43
445.5000	24.43
446.0000	24.44
446.5000	24.42
447.0000	24.41
447.5000	24.41
448.0000	24.39
448.5000	24.40
449.0000	24.39
449.5000	24.39
450.0000	24.39
450.5000	24.39
451.0000	24.39
451.5000	24.39
452.0000	24.40
452.5000	24.40
453.0000	24.40
453.5000	24.41
454.0000	24.41
454.5000	24.41
455.0000	24.40
455.5000	24.40
456.0000	24.39
456.5000	24.38
457.0000	24.37
457.5000	24.36
458.0000	24.37
458.5000	24.38
459.0000	24.37
459.5000	24.36
460.0000	24.36
460.5000	24.35
461.0000	24.35
461.5000	24.36
462.0000	24.36
462.5000	24.36
463.0000	24.36
463.5000	24.36
464.0000	24.36
464.5000	24.37
465.0000	24.37
465.5000	24.38
466.0000	24.38
466.5000	24.39
467.0000	24.39
467.5000	24.39
468.0000	24.39
468.5000	24.39
469.0000	24.38
469.5000	24.37
470.0000	24.35
470.5000	24.35
471.0000	24.35
471.5000	24.35
472.0000	24.35
472.5000	24.35
473.0000	24.35
473.5000	24.34
474.0000	24.34
474.5000	24.35
475.0000	24.35
475.5000	24.35
476.0000	24.35
476.5000	24.36
477.0000	24.36
477.5000	24.37
478.0000	24.37
478.5000	24.36
479.0000	24.34
479.5000	24.32
480.0000	24.33
480.5000	24.31
481.0000	24.31
481.5000	24.31
482.0000	24.30
482.5000	24.30
483.0000	24.28
483.5000	24.27
484.0000	24.28
484.5000	24.27
485.0000	24.27
485.5000	24.26
486.0000	24.26
486.5000	24.26
487.0000	24.27
487.5000	24.27
488.0000	24.27
488.5000	24.26
489.0000	24.26
489.5000	24.26
490.0000	24.26
490.5000	24.26
491.0000	24.25
491.5000	24.25
492.0000	24.24
492.5000	24.24
493.0000	24.24
493.5000	24.23
494.0000	24.22
494.5000	24.21
495.0000	24.21
495.5000	24.21
496.0000	24.20
496.5000	24.21
497.0000	24.20
497.5000	24.19
498.0000	24.18
498.5000	24.15
499.0000	24.13
499.5000	24.12
500.0000	24.12
500.5000	24.10
501.0000	24.08
501.5000	24.08
502.0000	24.08
502.5000	24.07
503.0000	24.07
503.5000	24.08
504.0000	24.10
504.5000	24.11
505.0000	24.11
505.5000	24.10
506.0000	24.09
506.5000	24.08
507.0000	24.08
507.5000	24.08
508.0000	24.08
508.5000	24.08
509.0000	24.08
509.5000	24.08
510.0000	24.08
510.5000	24.08
511.0000	24.09
511.5000	24.11
512.0000	24.12
512.5000	24.12
513.0000	24.13
513.5000	24.14
514.0000	24.14
514.5000	24.15
515.0000	24.15
515.5000	24.15
516.0000	24.13
516.5000	24.11
517.0000	24.11
517.5000	24.11
518.0000	24.12
518.5000	24.12
519.0000	24.12
519.5000	24.13
520.0000	24.13
520.5000	24.14
521.0000	24.14
521.5000	24.13
522.0000	24.14
522.5000	24.14
523.0000	24.14
523.5000	24.13
524.0000	24.13
524.5000	24.13
525.0000	24.13
525.5000	24.13
526.0000	24.13
526.5000	24.13
527.0000	24.11
527.5000	24.11
528.0000	24.11
528.5000	24.11
529.0000	24.09
529.5000	24.07
530.0000	24.08
530.5000	24.08
531.0000	24.09
531.5000	24.08
532.0000	24.08
532.5000	24.07
533.0000	24.07
533.5000	24.06
534.0000	24.07
534.5000	24.08
535.0000	24.08
535.5000	24.09
536.0000	24.09
536.5000	24.09
537.0000	24.09
537.5000	24.09
538.0000	24.09
538.5000	24.09
539.0000	24.10
539.5000	24.10
540.0000	24.09
540.5000	24.09
541.0000	24.09
541.5000	24.09
542.0000	24.09
542.5000	24.09
543.0000	24.09
543.5000	24.09
544.0000	24.09
544.5000	24.09
545.0000	24.10
545.5000	24.09
546.0000	24.09
546.5000	24.09
547.0000	24.07
547.5000	24.06
548.0000	24.06
548.5000	24.06
549.0000	24.06
549.5000	24.05
550.0000	24.05
550.5000	24.05
551.0000	24.05
551.5000	24.05
552.0000	24.05
552.5000	24.04
553.0000	24.02
553.5000	24.02
554.0000	24.01
554.5000	24.02
555.0000	24.01
555.5000	24.02
556.0000	24.03
556.5000	24.02
557.0000	24.02
557.5000	24.02
558.0000	24.02
558.5000	24.02
559.0000	24.02
559.5000	24.00
560.0000	24.00
560.5000	24.01
561.0000	24.00
561.5000	24.00
562.0000	24.01
562.5000	24.00
563.0000	23.98
563.5000	23.97
564.0000	23.97
564.5000	23.97
565.0000	23.97
565.5000	23.99
566.0000	23.98
566.5000	23.97
567.0000	23.96
567.5000	23.96
568.0000	23.95
568.5000	23.96
569.0000	23.95
569.5000	23.95
570.0000	23.96
570.5000	23.97
571.0000	23.96
571.5000	23.96
572.0000	23.95
572.5000	23.96
573.0000	23.94
573.5000	23.93
574.0000	23.91
574.5000	23.92
575.0000	23.91
575.5000	23.92
576.0000	23.92
576.5000	23.92
577.0000	23.91
577.5000	23.92
578.0000	23.91
578.5000	23.89
579.0000	23.87
579.5000	23.85
580.0000	23.84
580.5000	23.83
581.0000	23.82
581.5000	23.83
582.0000	23.82
582.5000	23.82
583.0000	23.84
583.5000	23.84
584.0000	23.83
584.5000	23.83
585.0000	23.84
585.5000	23.83
586.0000	23.82
586.5000	23.80
587.0000	23.81
587.5000	23.79
588.0000	23.77
588.5000	23.77
589.0000	23.78
589.5000	23.78
590.0000	23.78
590.5000	23.77
591.0000	23.75
591.5000	23.73
592.0000	23.74
592.5000	23.73
593.0000	23.73
593.5000	23.74
594.0000	23.75
594.5000	23.75
595.0000	23.76
595.5000	23.76
596.0000	23.78
596.5000	23.79
597.0000	23.80
597.5000	23.80
598.0000	23.79
598.5000	23.78
599.0000	23.78
599.5000	23.78
600.0000	23.79
600.5000	23.78
601.0000	23.76
601.5000	23.76
602.0000	23.74
602.5000	23.71
603.0000	23.70
603.5000	23.67
604.0000	23.66
604.5000	23.65
605.0000	23.64
605.5000	23.64
606.0000	23.63
606.5000	23.61
607.0000	23.60
607.5000	23.58
608.0000	23.57
608.5000	23.57
609.0000	23.56
609.5000	23.57
610.0000	23.57
610.5000	23.56
611.0000	23.57
611.5000	23.58
612.0000	23.58
612.5000	23.58
613.0000	23.59
613.5000	23.60
614.0000	23.61
614.5000	23.62
615.0000	23.63
615.5000	23.64
616.0000	23.65
616.5000	23.66
617.0000	23.66
617.5000	23.68
618.0000	23.67
618.5000	23.67
619.0000	23.66
619.5000	23.64
620.0000	23.64
620.5000	23.62
621.0000	23.61
621.5000	23.60
622.0000	23.59
622.5000	23.58
623.0000	23.57
623.5000	23.57
624.0000	23.56
624.5000	23.55
625.0000	23.54
625.5000	23.54
626.0000	23.53
626.5000	23.52
627.0000	23.52
627.5000	23.51
628.0000	23.51
628.5000	23.50
629.0000	23.49
629.5000	23.49
630.0000	23.49
630.5000	23.48
631.0000	23.49
631.5000	23.50
632.0000	23.52
632.5000	23.53
633.0000	23.53
633.5000	23.54
634.0000	23.55
634.5000	23.56
635.0000	23.56
635.5000	23.55
636.0000	23.56
636.5000	23.55
637.0000	23.54
637.5000	23.52
638.0000	23.52
638.5000	23.51
639.0000	23.52
639.5000	23.52
640.0000	23.51
640.5000	23.52
641.0000	23.50
641.5000	23.50
642.0000	23.50
642.5000	23.49
643.0000	23.49
643.5000	23.49
644.0000	23.50
644.5000	23.51
645.0000	23.50
645.5000	23.49
646.0000	23.49
646.5000	23.48
647.0000	23.48
647.5000	23.47
648.0000	23.47
648.5000	23.46
649.0000	23.45
649.5000	23.46
650.0000	23.46
650.5000	23.48
651.0000	23.48
651.5000	23.49
652.0000	23.49
652.5000	23.49
653.0000	23.49
653.5000	23.49
654.0000	23.48
654.5000	23.49
655.0000	23.50
655.5000	23.49
656.0000	23.49
656.5000	23.49
657.0000	23.50
657.5000	23.49
658.0000	23.50
658.5000	23.50
659.0000	23.49
659.5000	23.50
660.0000	23.51
660.5000	23.52
661.0000	23.52
661.5000	23.53
662.0000	23.53
662.5000	23.52
663.0000	23.51
663.5000	23.51
664.0000	23.52
664.5000	23.52
665.0000	23.52
665.5000	23.53
666.0000	23.53
666.5000	23.54
667.0000	23.54
667.5000	23.54
668.0000	23.54
668.5000	23.54
669.0000	23.55
669.5000	23.56
670.0000	23.57
670.5000	23.56
671.0000	23.57
671.5000	23.56
672.0000	23.54
672.5000	23.54
673.0000	23.54
673.5000	23.53
674.0000	23.53
674.5000	23.51
675.0000	23.51
675.5000	23.50
676.0000	23.50
676.5000	23.50
677.0000	23.50
677.5000	23.50
678.0000	23.50
678.5000	23.50
679.0000	23.49
679.5000	23.48
680.0000	23.48
680.5000	23.48
681.0000	23.49
681.5000	23.49
682.0000	23.49
682.5000	23.49
683.0000	23.48
683.5000	23.48
684.0000	23.48
684.5000	23.48
685.0000	23.49
685.5000	23.50
686.0000	23.50
686.5000	23.48
687.0000	23.50
687.5000	23.50
688.0000	23.51
688.5000	23.50
689.0000	23.51
689.5000	23.51
690.0000	23.51
690.5000	23.51
691.0000	23.51
691.5000	23.52
692.0000	23.52
692.5000	23.50
693.0000	23.50
693.5000	23.49
694.0000	23.48
694.5000	23.47
695.0000	23.48
695.5000	23.49
696.0000	23.49
696.5000	23.50
697.0000	23.50
697.5000	23.51
698.0000	23.50
698.5000	23.50
699.0000	23.48
699.5000	23.48
700.0000	23.48
700.5000	23.47
701.0000	23.46
701.5000	23.46
702.0000	23.46
702.5000	23.46
703.0000	23.46
703.5000	23.47
704.0000	23.48
704.5000	23.49
705.0000	23.50
705.5000	23.50
706.0000	23.50
706.5000	23.51
707.0000	23.51
707.5000	23.52
708.0000	23.51
708.5000	23.52
709.0000	23.52
709.5000	23.52
710.0000	23.52
710.5000	23.52
711.0000	23.51
711.5000	23.50
712.0000	23.51
712.5000	23.51
713.0000	23.51
713.5000	23.52
714.0000	23.52
714.5000	23.53
715.0000	23.52
715.5000	23.53
716.0000	23.52
716.5000	23.53
717.0000	23.53
717.5000	23.54
718.0000	23.54
718.5000	23.54
719.0000	23.54
719.5000	23.54
720.0000	23.54
720.5000	23.54
721.0000	23.54
721.5000	23.55
722.0000	23.55
722.5000	23.54
723.0000	23.54
723.5000	23.53
724.0000	23.51
724.5000	23.51
725.0000	23.51
725.5000	23.50
726.0000	23.49
726.5000	23.50
727.0000	23.49
727.5000	23.49
728.0000	23.48
728.5000	23.48
729.0000	23.49
729.5000	23.50
730.0000	23.51
730.5000	23.51
731.0000	23.52
731.5000	23.52
732.0000	23.53
732.5000	23.53
733.0000	23.54
733.5000	23.54
734.0000	23.53
734.5000	23.53
735.0000	23.53
735.5000	23.54
736.0000	23.54
736.5000	23.53
737.0000	23.53
737.5000	23.53
738.0000	23.53
738.5000	23.53
739.0000	23.54
739.5000	23.53
740.0000	23.53
740.5000	23.53
741.0000	23.54
741.5000	23.54
742.0000	23.53
742.5000	23.54
743.0000	23.54
743.5000	23.55
744.0000	23.55
744.5000	23.55
745.0000	23.55
745.5000	23.56
746.0000	23.56
746.5000	23.56
747.0000	23.56
747.5000	23.57
748.0000	23.57
748.5000	23.57
749.0000	23.57
749.5000	23.57
750.0000	23.56
750.5000	23.56
751.0000	23.56
751.5000	23.56
752.0000	23.55
752.5000	23.55
753.0000	23.55
753.5000	23.55
754.0000	23.55
754.5000	23.55
755.0000	23.55
755.5000	23.55
756.0000	23.54
756.5000	23.54
757.0000	23.54
757.5000	23.54
758.0000	23.54
758.5000	23.54
759.0000	23.54
759.5000	23.54
760.0000	23.54
760.5000	23.54
761.0000	23.54
761.5000	23.54
762.0000	23.54
762.5000	23.55
763.0000	23.55
763.5000	23.55
764.0000	23.54
764.5000	23.53
765.0000	23.53
765.5000	23.52
766.0000	23.52
766.5000	23.52
767.0000	23.52
767.5000	23.52
768.0000	23.53
768.5000	23.54
769.0000	23.53
769.5000	23.54
770.0000	23.52
770.5000	23.52
771.0000	23.52
771.5000	23.52
772.0000	23.52
772.5000	23.53
773.0000	23.53
773.5000	23.53
